authors,average_rating,language_code,# num_pages,ratings_count,text_reviews_count
Laura Ingalls Wilder-Renée Graef-Heather Henson,4.22,eng,80.0,63.0,7.0
Carolyn Strom Collins-Christina Wyss Eriksson-Mary Collier,4.05,eng,64.0,56.0,6.0
Laura Ingalls Wilder-Renée Graef,4.19,eng,32.0,2062.0,69.0
Laura Ingalls Wilder-Renée Graef,4.19,eng,40.0,4.0,533.6321277526615
Laura Ingalls Wilder-Doris Ettlinger,4.13,eng,40.0,444.0,17.0
Laura Ingalls Wilder-Renée Graef,4.17,eng,32.0,302.0,21.0
Barbara M. Walker-Garth Williams,4.14,eng,256.0,3251.0,88.0
Rose Wilder Lane,3.96,en-US,118.0,179.0,31.0
William   Anderson,4.23,eng,120.0,463.0,33.0
David Burnie,4.0,eng,64.0,8.0,2.0
David Burnie-Don E. Wilson,4.52,eng,624.0,551.0,16.0
Melody Malmberg-Walt Disney Company,4.33,eng,192.0,33.0,2.0
Sergio Ramírez,3.69,spa,256.0,16.0,4.0
David Burnie-Peter K. Chadwick,4.07,eng,64.0,5.0,533.6321277526615
David Burnie,3.72,eng,192.0,60.0,6.0
David Burnie,4.33,eng,64.0,3.0,533.6321277526615
Jeanne DuPrau,3.27,eng,289.0,601.0,82.0
Karen Armstrong,4.04,eng,256.0,1662.0,180.0
Frank E. Peretti,3.94,en-US,416.0,12479.0,210.0
Elizabeth Clare Prophet,4.12,en-GB,100.0,50.0,5.0
Mary O'Neill-John Wallner,4.32,en-US,64.0,116.0,21.0
Mary Daly,3.81,eng,231.0,125.0,5.0
R.B. Bernstein,3.99,eng,253.0,3843.0,133.0
Thomas Jefferson,3.82,eng,103.0,995.0,95.0
Dennis Brindell Fradin-Nancy Harrison-John   O'Brien,4.06,eng,103.0,620.0,71.0
Monty Roberts-Lucy Grealy-Lawrence Scanlan,4.11,en-US,352.0,9660.0,203.0
Dick Francis,3.86,eng,308.0,3985.0,243.0
Dick Francis,3.98,eng,292.0,2958.0,87.0
Dick Francis,3.92,eng,256.0,2451.0,60.0
Dick Francis,3.96,eng,277.0,4817.0,121.0
Dick Francis,3.94,eng,304.0,2308.0,85.0
Dick Francis,4.06,eng,304.0,4532.0,119.0
Dick Francis,3.99,eng,341.0,3332.0,126.0
Dick Francis,3.79,en-US,288.0,2142.0,58.0
Dick Francis,3.97,eng,304.0,2810.0,77.0
Dick Francis,4.02,eng,320.0,3471.0,106.0
Dick Francis,4.03,eng,320.0,3608.0,123.0
Dick Francis,3.87,eng,288.0,4475.0,109.0
Dick Francis,4.04,eng,320.0,3380.0,132.0
Dick Francis,3.89,eng,320.0,3363.0,171.0
Dick Francis,3.82,eng,272.0,1938.0,55.0
Dick Francis,3.91,eng,352.0,2808.0,148.0
Dick Francis,3.73,eng,304.0,1987.0,84.0
Dick Francis,3.96,eng,384.0,2548.0,102.0
Dick Francis,3.93,eng,276.0,2494.0,85.0
Dick Francis,4.03,eng,288.0,4780.0,117.0
Dick Francis,4.0,eng,384.0,3648.0,123.0
Dick Francis,3.94,en-US,272.0,94.0,3.0
Dick Francis,4.05,eng,288.0,3613.0,123.0
Dick Francis,3.97,eng,222.0,3.0,533.6321277526615
Dick Francis,4.04,eng,288.0,2984.0,117.0
Dick Francis,4.08,eng,304.0,4960.0,132.0
Dick Francis-John Welcome,3.78,eng,221.0,65.0,3.0
Dick Francis,4.21,eng,707.0,29.0,533.6321277526615
Dick Francis,4.05,eng,277.0,54.0,4.0
Lynne Truss-Bonnie Timmons,4.14,eng,32.0,1361.0,206.0
Lynne Truss,3.32,eng,214.0,198.0,30.0
Ian Hemphill-Kate Hemphill,4.25,eng,606.0,135.0,15.0
Patrick O'Brian,4.1,en-US,459.0,518.0,93.0
Tom McGregor,3.96,eng,168.0,92.0,11.0
Patrick O'Brian-Simon Vance,4.32,eng,10.0,3662.0,78.0
Karen Hawkins,3.8,eng,372.0,785.0,31.0
Timothy D. Taylor,3.77,eng,278.0,26.0,533.6321277526615
Timothy  Taylor,3.57,eng,436.0,1776.0,90.0
John Dickson Carr-Daniel Stashower,4.02,eng,320.0,146.0,7.0
Arthur Conan Doyle-Philip Gooden,3.92,eng,224.0,18.0,4.0
Arthur Conan Doyle-Javier Gomez Rea,4.26,eng,192.0,27.0,4.0
Tom Robbins,3.54,eng,272.0,5649.0,262.0
Edward Klatt-Vinay Kumar,4.37,en-US,432.0,51.0,6.0
Douglas Adams-Martin  Freeman,4.22,eng,6.0,480.0,95.0
Terry Jones-Marie-Catherine Caillava,3.6,fre,189.0,8603.0,146.0
Douglas Adams,4.18,eng,436.0,238.0,18.0
Douglas Adams,4.22,eng,180.0,2918.0,295.0
Douglas Adams,4.32,eng,96.0,286.0,19.0
Hélène Greven-Borde,4.2,fre,108.0,1637.0,71.0
Gore Vidal,3.71,eng,277.0,610.0,88.0
Al Gore,3.76,eng,328.0,5615.0,432.0
Gore Vidal,4.0,en-US,448.0,1434.0,88.0
Gore Vidal,4.2,eng,672.0,7117.0,414.0
Gore Vidal,4.19,eng,528.0,5035.0,298.0
Gore Vidal,4.07,eng,430.0,6921.0,480.0
Ruth Reichl,4.03,eng,299.0,13.0,2.0
Nikos Kazantzakis-Peter A. Bien,4.16,eng,506.0,8672.0,434.0
Leslie Kelly,3.59,eng,207.0,110.0,4.0
Val McDermid,4.0,eng,496.0,4762.0,260.0
Nikos Kazantzakis-Peter A. Bien,4.16,eng,589.0,109.0,13.0
Waris Dirie-Jeanne D'Haem,3.83,en-GB,240.0,1904.0,74.0
Waris Dirie-Cathleen Miller,4.13,eng,240.0,11184.0,692.0
Waris Dirie-Corinna Milborn-Sheelagh Alabaster,3.71,en-US,240.0,491.0,26.0
Waris Dirie,4.13,en-GB,369.0,354.0,35.0
Waris Dirie,3.83,ger,300.0,26.0,1.0
Waris Dirie-Cathleen Miller,4.13,ger,280.0,19.0,533.6321277526615
Waris Dirie-Jeanne d' Haem,3.83,fre,288.0,1.0,533.6321277526615
Henning Mankell,4.03,ger,565.0,323.0,11.0
Joanna Strange,3.83,eng,112.0,66.0,9.0
Alex Garland,3.93,ger,440.0,37.0,3.0
Susan  Jeffers,4.03,eng,217.0,474.0,53.0
Jennifer Quasha-Deni Brown-Dawn Sirett,4.05,eng,36.0,22.0,2.0
Jamie Lee Curtis-Laura Cornell,4.15,en-US,40.0,4030.0,498.0
Anne Millard,3.77,eng,12.0,22.0,5.0
Nancy Cote-Cornelia Maude Spelman,3.99,eng,24.0,108.0,4.0
Julie Aigner-Clark-Nadeem Zaidi,3.98,eng,10.0,39.0,7.0
Corinne Hofmann-Peter Millar,3.43,eng,320.0,4314.0,480.0
Corinne Hofmann,3.31,ger,233.0,89.0,4.0
Luis Sepúlveda-Chris Sheban-Margaret Sayers Peden,4.13,eng,128.0,4791.0,205.0
Dave Eggers-María Victoria Alonso Blanco,3.63,spa,400.0,2.0,1.0
Thornton W. Burgess-Thea Kliros-Harrison Cady,4.13,eng,96.0,258.0,19.0
Anthony Burgess,3.78,en-US,288.0,4701.0,280.0
Anthony Burgess-Blake Morrison,3.99,eng,159.0,4911.0,497.0
Anthony Burgess,3.99,en-GB,160.0,1367.0,115.0
Anthony Burgess,3.99,eng,191.0,614.0,69.0
Anthony Burgess,3.99,ger,235.0,61.0,5.0
Anthony Burgess,3.82,eng,51.0,27.0,2.0
Anthony Burgess,3.82,eng,224.0,969.0,50.0
Anthony Burgess,3.63,eng,260.0,932.0,38.0
Anthony Burgess,4.15,eng,649.0,2022.0,146.0
Ben Elton,3.64,eng,382.0,8415.0,352.0
Ben Elton,3.77,eng,380.0,5981.0,196.0
Ben Elton,3.74,eng,464.0,4218.0,199.0
Ben Elton,3.49,eng,320.0,5213.0,172.0
Ben Elton,3.72,eng,400.0,2207.0,67.0
Stacy Schiff-Antoine de Saint-Exupéry,4.05,eng,560.0,195.0,24.0
Antoine de Saint-Exupéry,4.3,fre,123.0,348.0,19.0
William Shakespeare-Alan Durband,3.89,eng,224.0,286.0,18.0
M.C. Beaton,3.78,eng,198.0,3067.0,175.0
M.C. Beaton,3.72,eng,179.0,9244.0,691.0
M.C. Beaton,3.82,en-US,227.0,3119.0,190.0
M.C. Beaton,3.83,eng,194.0,5385.0,286.0
Alex Went,3.55,en-US,112.0,25.0,2.0
M.C. Beaton,3.8,eng,214.0,2840.0,152.0
James Shapiro,4.09,eng,333.0,2229.0,239.0
Celeste Davidson Mannis-John   O'Brien,4.02,eng,105.0,686.0,86.0
Edgar Allan Poe,4.24,eng,567.0,49.0,2.0
Pierre Boulle-Xan Fielding,3.93,en-US,192.0,86.0,14.0
John Jakes-Paul Dehn,3.71,eng,187.0,233.0,9.0
William T. Quick,3.55,eng,288.0,22.0,1.0
Ian Edginton,3.32,eng,72.0,1.0,1.0
David Gerrold-John William Corrington-Joyce Hooper Corrington,3.67,eng,158.0,453.0,8.0
Don Mccombs-Fred L. Worth,3.59,en-US,659.0,34.0,533.6321277526615
James L. Stokesbury,3.93,eng,416.0,454.0,38.0
H.G. Wells,4.13,eng,342.4027271401487,45.0,1.0
H.G. Wells,3.84,eng,320.0,60.0,4.0
H.G. Wells,3.63,eng,208.0,321.0,20.0
Arthur Conan Doyle-David Timson,4.1,eng,5.0,130.0,20.0
Arthur Conan Doyle-Pam Smy,4.1,eng,272.0,61.0,6.0
Malvina G. Vogel-Arthur Conan Doyle,4.51,en-US,237.0,28.0,533.6321277526615
Jamie Oliver-David Loftus-Chris Terry,4.0,eng,320.0,7463.0,90.0
Jamie Oliver-Marion Deuchars-David Loftus-Chris Terry,4.07,eng,336.0,4248.0,49.0
Jamie Oliver,3.89,eng,336.0,4012.0,30.0
Dave Morris-Oliver Johnson-Jamie Thomson,4.33,eng,304.0,22.0,533.6321277526615
Stefan Fatsis,3.82,eng,372.0,4646.0,598.0
Rebecca St. James-Mary E. DeMuth-Tracey Lawrence-Elizabeth Jusino,4.11,en-US,320.0,485.0,32.0
D.C. Talk,4.05,eng,184.0,580.0,28.0
Steve  Miller,4.06,eng,144.0,31.0,1.0
Andre Duza,3.67,eng,390.0,54.0,7.0
Sakurako Gokurakuin-Lindsey Johnston,3.57,eng,184.0,110.0,9.0
Kate Bornstein-Sara Quin,4.03,eng,234.0,1401.0,168.0
David Rakoff,3.72,eng,222.0,8220.0,744.0
David Sedaris,3.93,eng,134.0,3539.0,251.0
Nelson Mandela-Kofi Annan-Danny Glover,4.33,eng,6.0,70.0,13.0
Nelson Mandela,4.35,eng,497.0,3305.0,18.0
Nelson Mandela,4.39,eng,450.0,193.0,14.0
Erik Larson,3.99,eng,496.0,1216.0,195.0
Erik Larson,3.99,eng,447.0,276.0,35.0
Marc Bloch-Peter Putnam-Joseph Reese Strayer,4.04,eng,224.0,895.0,66.0
William Holdsworth,3.67,eng,166.0,3.0,1.0
Richard Hofstadter,3.86,eng,498.0,34.0,4.0
Edward Countryman,3.29,eng,169.0,24.0,2.0
Elizabeth Kostova,3.78,spa,699.0,1303.0,109.0
Elizabeth Kostova-Paul Michael-Justine Eyre,3.78,eng,26.0,345.0,134.0
Robert B. Baer,3.93,eng,320.0,3936.0,254.0
Peter Robinson,4.12,eng,480.0,5964.0,333.0
East Bay M. U. D. Staff-Nora Harlow-Jill M. Singleton-Barrie D. Coate-Kristine Sandoe,4.33,en-US,336.0,46.0,8.0
Leah Bendavid-Val-National Geographic Society,4.25,eng,504.0,753.0,32.0
J.D. Robb,4.38,en-US,354.0,142.0,9.0
Jeff   Smith,3.38,eng,124.0,48.0,533.6321277526615
Oscar Wilde-Michel Etienne-Daniel Mortier,4.07,fre,645.0,46.0,3.0
Elizabeth  Gray,3.88,eng,32.0,118.0,1.0
Oscar Wilde-Elizabeth  Gray,4.07,eng,51.0,77.0,2.0
Oscar Wilde-Donald L. Lawler,4.07,eng,462.0,171.0,12.0
Oscar Wilde-Michael Gillespie,4.07,en-US,517.0,641.0,50.0
Oscar Wilde-Joseph Bristow,4.07,eng,229.0,1079.0,75.0
Usamah ibn Munqidh-Philip Khuri Hitti-Richard W. Bulliet,3.92,eng,265.0,66.0,6.0
Gail Grant,4.37,eng,176.0,377.0,28.0
Eliza Gaynor Minden,4.36,eng,333.0,510.0,42.0
John         Green-Caroline Denzler,3.64,en-US,48.0,11.0,533.6321277526615
Peter Martins-Paul Kolnik-Richard Corman-Howard  Kaplan,4.0,eng,208.0,231.0,11.0
Barbara  Newman-Gill Tomblin-Darcey Bussell,4.09,eng,64.0,62.0,5.0
Alexandra Moss-Veronica Bennett,4.06,eng,144.0,151.0,14.0
Alexandra Moss,4.05,eng,144.0,124.0,4.0
Alexandra Moss,3.86,eng,144.0,93.0,8.0
George Balanchine-Francis Mason,4.0,en-US,560.0,204.0,12.0
Scott Speck-Evelyn Cisneros,3.99,eng,348.0,75.0,6.0
Adèle Geras-Shelagh McNicholas-Adèle Geras,3.71,eng,32.0,68.0,14.0
Carol Lee,3.62,eng,368.0,16.0,533.6321277526615
Katharine Holabird-Helen Craig,3.92,eng,24.0,71.0,1.0
Janice Ross-Allan Ulrich-Brigitte Lefevre,4.33,en-US,188.0,6.0,1.0
Jahnna N. Malcolm,3.25,eng,134.0,10.0,533.6321277526615
Susan Au,3.69,eng,224.0,51.0,6.0
John               White,4.47,eng,200.0,15.0,1.0
Jahnna N. Malcolm,3.7,eng,160.0,40.0,2.0
Jahnna N. Malcolm,3.52,eng,160.0,43.0,3.0
Jahnna N. Malcolm,3.4,eng,135.0,13.0,533.6321277526615
Henry Miller,3.81,eng,327.0,687.0,29.0
Isabel Allende,4.22,spa,456.0,197.0,19.0
Isabel Allende,3.76,eng,390.0,271.0,52.0
Isabel Allende,4.22,spa,456.0,190.0,21.0
Marian Keyes,3.91,eng,456.0,343.0,47.0
Marian Keyes,3.81,eng,368.0,1569.0,40.0
Marian Keyes,3.3,eng,79.0,746.0,48.0
Hiromu Arakawa-Akira Watanabe,4.6,eng,200.0,8273.0,137.0
Hiromu Arakawa-Akira Watanabe,4.56,eng,200.0,12344.0,188.0
Isabel Allende-Magda Botin,4.22,eng,491.0,972.0,108.0
Isabel Allende-Madga Bogin-Christopher Hitchens,4.22,eng,488.0,248.0,46.0
Isabel Allende,4.22,eng,433.0,3598.0,331.0
Isabel Allende-Magda Bogin,4.22,eng,488.0,43.0,5.0
Jimmy Carter,3.81,eng,288.0,2789.0,350.0
Jimmy Carter,3.87,eng,224.0,3122.0,227.0
Jimmy Carter,3.89,eng,288.0,1831.0,220.0
Steven F. Hayward,3.42,eng,272.0,30.0,4.0
Jimmy Carter,3.51,eng,160.0,196.0,33.0
Jimmy Carter,3.79,eng,288.0,456.0,29.0
Jimmy Carter,3.49,eng,192.0,227.0,34.0
Malcolm Gladwell,3.95,eng,279.0,1548.0,147.0
Fannie Flagg,4.18,eng,224.0,889.0,42.0
Stephen Nachmanovitch,4.13,eng,224.0,1589.0,117.0
Rupa Bajwa,3.43,eng,224.0,1797.0,147.0
Sophie Kinsella,3.63,eng,320.0,2069.0,233.0
James T. Farrell-Charles Fanning,3.89,en-US,296.0,38.0,5.0
John  Miller-Stuart Dybek,3.56,eng,224.0,44.0,9.0
Margaret Atwood,4.09,eng,324.0,93.0,18.0
Søren Kierkegaard-Walter Lowrie,4.1,eng,420.0,495.0,34.0
Miguel de Cervantes Saavedra-Stanley Appelbaum,3.3,mul,288.0,27.0,533.6321277526615
Maya Angelou,4.42,eng,273.0,7701.0,229.0
Georg Wilhelm Friedrich Hegel-Yirmiyahu Yovel,4.04,eng,223.0,103.0,16.0
Martin Heidegger-Kenneth Maly-Parvis Emad,4.19,eng,176.0,114.0,3.0
Christopher Biffle-Plato,4.33,eng,125.0,9.0,1.0
Gertrude Chandler Warner,3.94,eng,128.0,296.0,8.0
Dodie Smith,3.33,eng,119.0,75.0,6.0
Marcel Proust-C.K. Scott Moncrieff-Terence Kilmartin-D.J. Enright,4.41,eng,749.0,964.0,148.0
Miroslav Volf,4.27,eng,306.0,1895.0,129.0
Karen Kingsbury,4.35,eng,400.0,3648.0,138.0
Catherine Coulter,3.8,eng,397.0,3319.0,115.0
Eduardo Galeano-Cedric Belfrage-Mark Schafer,4.29,eng,288.0,2103.0,158.0
Jack Frost,4.34,eng,256.0,498.0,41.0
William Stacy Johnson,4.2,en-US,330.0,44.0,10.0
Linda Lael Miller,4.18,eng,320.0,393.0,18.0
John O'Donohue,4.45,en-US,261.0,622.0,73.0
Mark Behr,3.75,eng,726.0,70.0,6.0
Amy Tan-Claudia Conde,3.43,spa,475.0,85.0,5.0
Julia Briggs,4.17,eng,544.0,623.0,19.0
William Shakespeare,3.67,eng,224.0,55.0,4.0
Garry Wills,3.79,en-US,480.0,91.0,20.0
Marjane Satrapi,4.4,fre,96.0,1681.0,49.0
Marjane Satrapi,4.43,spa,88.0,15.0,2.0
Marjane Satrapi,3.85,en-US,84.0,8182.0,651.0
Julie Garwood,4.0,en-US,336.0,10943.0,421.0
David Horowitz-Richard Poe,4.22,en-US,304.0,212.0,32.0
Robert A. Johnson,4.07,eng,118.0,2432.0,154.0
Jun'ichirō Tanizaki-Thomas J. Harper-Edward G. Seidensticker,4.1,eng,73.0,402.0,29.0
Elisabeth Elliot,4.39,eng,272.0,6658.0,164.0
Haruki Murakami-Alfred Birnbaum-Jay Rubin,3.86,eng,327.0,1233.0,120.0
David     Payne,3.3,en-US,448.0,175.0,26.0
David     Payne,3.88,eng,735.0,84.0,5.0
Tom Robbins,4.03,en-US,415.0,323.0,36.0
Tom Robbins,4.04,ger,558.0,17.0,533.6321277526615
Tom Robbins-Nikolaus Hansen,4.24,ger,556.0,57.0,3.0
Tom Robbins-Pociao-Roberto de Hollanda,3.98,ger,376.0,3.0,533.6321277526615
Tom Robbins-Pociao-Walter Hartmann,3.74,ger,459.0,22.0,3.0
Kurt Vonnegut,3.78,en-US,318.0,7077.0,132.0
Kurt Vonnegut-Lee Stringer,3.72,en-US,80.0,843.0,52.0
Kurt Vonnegut,3.77,eng,300.0,5005.0,189.0
Kurt Vonnegut-Ivan Chermayeff,3.79,eng,62.0,402.0,39.0
Kurt Vonnegut,4.36,eng,527.0,898.0,8.0
Kurt Vonnegut,4.16,eng,642.0,345.0,11.0
Kurt Vonnegut-Daniel Simon,4.08,eng,146.0,188.0,25.0
Ray Bradbury,3.71,eng,211.0,3240.0,315.0
Ray Bradbury,4.31,en-US,685.0,19.0,1.0
Ray Bradbury,4.21,eng,348.0,831.0,55.0
Ray Bradbury,4.09,en-US,267.0,635.0,106.0
Ray Bradbury-Dave McKean,4.09,en-US,56.0,775.0,94.0
Ray Bradbury,4.14,en-GB,186.0,29.0,3.0
Ray Bradbury,4.1,en-US,176.0,840.0,121.0
Ray Bradbury-Stefan Rudnicki,4.04,eng,1.0,28.0,7.0
Ray Bradbury-Leo Dillon-Diane Dillon,4.09,en-US,40.0,186.0,11.0
Ray Bradbury-Dave Gibbons-Richard Corben-Mike Mignola,4.07,eng,162.0,297.0,28.0
Ray Bradbury,3.75,eng,206.0,3015.0,219.0
Sam Weller,4.22,en-US,384.0,352.0,45.0
Ray Bradbury,3.73,eng,234.0,1316.0,119.0
George Orwell,4.33,eng,316.0,3118.0,189.0
George Orwell,4.11,eng,230.0,20.0,3.0
George Orwell,4.03,eng,120.0,5874.0,492.0
George Orwell,3.88,eng,277.0,11220.0,627.0
George Orwell-Richard H. Rovere,4.37,eng,480.0,265.0,21.0
Italo Calvino-William Weaver-Peter Washington,4.06,eng,254.0,1412.0,176.0
Erica Jong,3.47,eng,405.0,563.0,26.0
Erica Jong,3.56,eng,329.0,445.0,30.0
Erica Jong-Anthony Burgess,3.6,eng,313.0,1296.0,79.0
Erica Jong,3.51,eng,362.0,422.0,27.0
Erica Jong,3.69,eng,309.0,160.0,9.0
Erica Jong,3.79,eng,512.0,943.0,70.0
Erica Jong,3.26,eng,384.0,271.0,17.0
Jessica Hagedorn,3.58,eng,96.0,89.0,8.0
Haruko Iida,4.22,eng,169.0,270.0,11.0
Stephen Kinzer,3.83,eng,272.0,784.0,116.0
Gabriel García Márquez,3.9,spa,451.0,647.0,46.0
Thomas Fahy,4.23,eng,188.0,1729.0,89.0
Joy Kogawa,3.63,eng,320.0,5137.0,340.0
Orson Scott Card,4.3,eng,226.0,1321.0,214.0
Orson Scott Card,4.06,eng,432.0,309.0,29.0
Orson Scott Card,4.3,eng,261.0,104.0,10.0
Mao Zedong,4.25,eng,328.0,55.0,533.6321277526615
Peter Hessler,4.16,eng,512.0,5012.0,471.0
Jung Chang,4.25,eng,666.0,1758.0,208.0
Celeste De Blasis,4.36,eng,687.0,848.0,57.0
Peg Kerr,3.66,eng,464.0,336.0,32.0
Arundhati Roy,3.99,eng,200.0,1662.0,115.0
Robin Norwood,4.0,eng,314.0,239.0,26.0
Susan Forward-Joan Torres,4.09,eng,304.0,1499.0,61.0
Bill Bryson,4.06,eng,284.0,4143.0,508.0
Walt Disney Company,3.5,eng,16.0,8.0,533.6321277526615
Kenneth Robeson-Lester Dent,4.01,eng,128.0,93.0,11.0
Italo Calvino,4.26,eng,393.0,912.0,53.0
Italo Calvino-Burkhart Kroeber,4.2,ger,417.0,41.0,7.0
Italo Calvino-William Weaver-Archibald Colquhoun,3.72,eng,181.0,432.0,19.0
Italo Calvino,3.93,en-US,300.0,3874.0,185.0
Italo Calvino,4.23,eng,128.0,2887.0,166.0
Italo Calvino,4.03,en-US,272.0,4585.0,177.0
Alice Munro,3.69,eng,349.0,3341.0,402.0
Alice Munro,3.69,eng,368.0,53.0,12.0
Jonathan Lethem,3.91,spa,368.0,37.0,5.0
Albert Marrin-C.B. Mordan,3.75,eng,48.0,403.0,83.0
"John ""Red"" Shea-Mark Wahlberg",3.51,eng,304.0,34.0,3.0
Ben Katchor,4.34,eng,120.0,167.0,15.0
Haruki Murakami-Ellen Archer-Patrick Lawlor,3.84,eng,342.4027271401487,28.0,3.0
Thomas Pynchon,3.7,eng,138.0,57.0,6.0
Azar Nafisi,3.6,en-US,347.0,264.0,50.0
Fatemeh Keshavarz,3.63,en-US,174.0,252.0,46.0
Joseph E. Stiglitz,3.85,eng,384.0,1656.0,85.0
Jonathan Safran Foer,3.98,eng,457.0,45.0,1.0
Salman Rushdie,3.78,eng,576.0,9217.0,475.0
Salman Rushdie,3.92,eng,434.0,10167.0,433.0
Salman Rushdie,3.71,spa,679.0,1.0,533.6321277526615
Salman Rushdie,3.56,eng,224.0,4616.0,256.0
Saul Bellow-Salman Rushdie,3.53,eng,191.0,1639.0,99.0
Salman Rushdie,3.4,eng,320.0,2479.0,147.0
Truman Capote,3.89,eng,157.0,1985.0,222.0
Denis Johnson,4.13,eng,192.0,321.0,34.0
Denis Johnson,3.85,eng,209.0,3216.0,211.0
Denis Johnson,4.16,eng,240.0,556.0,33.0
Denis Johnson,3.69,eng,272.0,958.0,46.0
Denis Johnson,3.59,eng,192.0,566.0,37.0
Denis Johnson,3.51,eng,129.0,1571.0,134.0
Bret Easton Ellis,3.38,ger,257.0,24.0,2.0
Truman Capote,4.24,eng,48.0,9166.0,742.0
Truman Capote-Bob Colacello,4.07,eng,343.0,3165.0,318.0
James C.    Simmons-Marie Rudisill,3.96,eng,135.0,25.0,3.0
Truman Capote,3.44,eng,142.0,5028.0,409.0
Truman Capote,3.48,eng,192.0,92.0,15.0
Truman Capote,4.01,eng,272.0,4451.0,187.0
Rudolph R. Windsor-El Hagahn,4.31,eng,151.0,359.0,27.0
Kira Salak,3.95,eng,320.0,525.0,65.0
Kurt Vonnegut,3.45,eng,304.0,702.0,21.0
Ian Buruma,3.72,eng,288.0,965.0,96.0
Ian McEwan,3.89,eng,351.0,163.0,15.0
Ian McEwan,3.89,en-US,351.0,1539.0,207.0
Ian McEwan-Anthony Browne,3.7,eng,192.0,2412.0,196.0
Ian McEwan,3.89,eng,372.0,4537.0,467.0
Maria-Felicitas Herforth,4.5,ger,92.0,2.0,533.6321277526615
Hermann Hesse,3.85,ger,180.0,96.0,2.0
Franz Kafka,3.98,ger,309.0,65.0,1.0
Franz Kafka,3.98,ger,342.4027271401487,2.0,533.6321277526615
Haruki Murakami-Ursula Gräfe,4.03,ger,416.0,1065.0,56.0
Milan Kundera,4.09,ger,301.0,18.0,2.0
Milan Kundera,3.66,ger,150.0,51.0,2.0
Milan Kundera,4.13,ger,415.0,104.0,4.0
Milan Kundera,3.77,ger,179.0,54.0,1.0
Kōbō Abe-E. Dale Saunders,3.56,eng,304.0,1330.0,96.0
Kōbō Abe-E. Dale Saunders,3.65,eng,178.0,3293.0,246.0
Kōbō Abe-E. Dale Saunders,3.77,eng,238.0,2416.0,137.0
Kōbō Abe-Donald Keene,3.91,eng,233.0,76.0,4.0
Kōbō Abe-Donald Keane,3.65,eng,94.0,95.0,7.0
Kōbō Abe-Juliet Winters Carpenter,3.62,eng,192.0,946.0,80.0
Paul Auster,3.78,eng,245.0,9669.0,448.0
Douglas Coupland,3.65,eng,272.0,8354.0,366.0
Max Frisch,3.74,eng,228.0,11491.0,241.0
Bernd Matzkowski,3.75,ger,104.0,3.0,533.6321277526615
Max Frisch,3.74,ger,202.0,29.0,1.0
Max Frisch,3.74,ger,298.0,36.0,5.0
Jean-Paul Sartre,3.88,eng,512.0,180.0,7.0
Jean-Paul Sartre,3.98,eng,408.0,9103.0,295.0
Jean-Paul Sartre-Forrest Williams-Robert Kirkpatrick,3.82,eng,120.0,594.0,35.0
Sten Nadolny,3.96,ger,358.0,1708.0,23.0
Theodor Storm,3.43,ger,187.0,16.0,533.6321277526615
C.D. Payne,4.02,eng,512.0,8158.0,801.0
Deborah Spungen,4.09,eng,408.0,4595.0,290.0
Michael R. French-Ron Powers-James D. Bradley,4.17,eng,224.0,235.0,26.0
Gene Zion-Margaret Bloy Graham,3.53,eng,32.0,87.0,13.0
Philip Pullman,3.86,eng,342.4027271401487,25.0,1.0
Antonia Fraser,4.04,eng,568.0,11944.0,280.0
Alison Weir,4.03,eng,640.0,4827.0,118.0
Margaret Simpson-Philip Reeve,3.68,eng,208.0,126.0,15.0
J. Keith Cheetham,3.27,eng,192.0,11.0,1.0
Kathryn Lasky,3.82,eng,202.0,4682.0,145.0
Jean Plaidy,3.98,eng,240.0,190.0,11.0
Jenny Wormald,3.71,eng,224.0,37.0,6.0
John Guy,3.95,eng,581.0,1637.0,118.0
Carolly Erickson,3.88,en-US,326.0,10519.0,366.0
Alison Weir,4.04,eng,385.0,10834.0,408.0
Robert Hutchinson,4.14,eng,368.0,1460.0,23.0
Alison Weir,4.17,eng,642.0,10137.0,225.0
William Shakespeare-Stephen Orgel,3.55,eng,126.0,85.0,12.0
Margaret George,3.92,eng,611.0,8104.0,671.0
Margaret Hodges-Trina Schart Hyman,4.17,eng,32.0,6689.0,381.0
Gene Wilder,3.9,eng,261.0,3493.0,397.0
Jhumpa Lahiri,3.98,eng,291.0,1532.0,202.0
Haruki Murakami-Nora Bierich,3.83,ger,218.0,40.0,1.0
Haruki Murakami,3.87,ger,218.0,942.0,48.0
Haruki Murakami,4.15,ger,542.0,61.0,3.0
Arthur Conan Doyle-Kyle Freeman,4.47,eng,709.0,825.0,56.0
Arthur Conan Doyle-Cedric Watts,4.03,eng,480.0,1321.0,53.0
Sigrid Nunez,3.68,eng,391.0,1336.0,237.0
Helen Fisher,3.95,en-US,432.0,499.0,36.0
Mary Jane Maffini,4.01,eng,320.0,62.0,12.0
Amy Sedaris-Stephen Colbert-Paul Dinello,3.58,eng,5.0,80.0,19.0
David Sedaris-Joe Mantello,4.18,eng,54.0,547.0,32.0
Jincy Willett-David Sedaris,3.74,en-US,272.0,1285.0,180.0
David Sedaris,4.09,eng,3.0,144.0,34.0
Wisława Szymborska-Stanisław Barańczak-Clare Cavanagh,4.33,eng,214.0,3359.0,195.0
Wisława Szymborska,4.33,eng,214.0,30.0,7.0
